,19,14,20,12,26
2001,4.5,4.5,4.5,4.500000000000001,4.5
2002,3.0,1.5,1.5,1.5,1.4999999999999998
2003,3.5,2.5,2.5,2.5,2.5
2004,2.25,0.0,0.6927957677434168,0.0,0.0
2005,0.0,0.0,0.0,0.0,0.0
2006,0.0,0.0,0.0,0.0,0.0
2007,0.0,0.0,0.0,0.0,0.0
